600905,"MG180d","LG"
600906,"MG185","LG"
600907,"MG191","LG"
600908,"MG200a","LG"
600909,"MG200c","LG"
600910,"MG200d","LG"
600911,"MG201","LG"
600912,"MG201d","LG"
600913,"MG210","LG"
600914,"MG220","LG"
600915,"MG225d","LG"
600916,"MG230","LG"
600917,"MG230d","LG"
600918,"MG235","LG"
600919,"MG270","LG"
600920,"MG280c","LG"
600921,"MG280d","LG"
600922,"MG295","LG"
600923,"MG296","LG"
600924,"MG300D","LG"
600925,"MG320","LG"
600926,"MG320c","LG"
600927,"MG320d","LG"
600928,"MG610c","LG"
600929,"MG800","LG"
600930,"MG800c","LG"
600931,"MG800d","LG"
600932,"MG810","LG"
600933,"MG810C","LG"
600934,"MM-535","LG"
600935,"MU500","LG"
600936,"MU550","LG"
600937,"MW560","LG"
600938,"MX210","LG"
600939,"MX240","LG"
600940,"MX4170","LG"
600941,"MX500","LG"
600942,"MX510","LG"
600943,"MX535","LG"
600944,"MX800","LG"
600945,"MX8500","LG"
600946,"MX8700","LG"
600947,"NX225","LG"
600948,"OG200","LG"
600949,"P7200","LG"
600950,"PLS150","LG"
600951,"PLS225","LG"
600952,"PLS350","LG"
600953,"PLS535","LG"
600954,"PM-225","LG"
600955,"PM325","LG"
600956,"RGSC1500","LG"
600957,"S5000","LG"
600958,"S5100 MIC","LG"
600959,"S5200 MIC","LG"
600960,"S5300","LG"
600961,"SH100","LG"
600962,"sv130","LG"
600963,"SV260","LG"
600964,"T5100","LG"
600965,"TD6100","LG"
600966,"TD6100V2","LG"
600967,"TG300","LG"
600968,"TG800","LG"
600969,"TM250","LG"
600970,"TM510","LG"
600971,"TM520","LG"
600972,"TM540C","LG"
600973,"TP5250","LG"
600974,"TU500","LG"
600975,"TU515","LG"
600976,"TU550","LG"
600977,"TU575","LG"
600978,"TU720","LG"
600979,"U250","LG"
600980,"U300","LG"
600981,"U310","LG"
600982,"U370","LG"
600983,"U400","LG"
600984,"U450","LG"
600985,"U8100","LG"
600986,"U8110","LG"
600987,"U8120","LG"
600988,"U8130","LG"
600989,"U8138","LG"
600990,"U8150","LG"
600991,"U8180","LG"
600992,"U8200","LG"
600993,"U8210","LG"
600994,"U8290","LG"
600995,"U830","LG"
600996,"U8330","LG"
600997,"U8360","LG"
600998,"U8380","LG"
600999,"U8500","LG"
601000,"U8550","LG"
601001,"U880","LG"
601002,"U890","LG"
601003,"U900","LG"
601004,"U960","LG"
601005,"U970","LG"
601006,"U990","LG"
601007,"V9000","LG"
601008,"VI-125","LG"
601009,"VI-5225","LG"
601010,"VM510","LG"
601011,"VX-10000","LG"
601012,"VX3100","LG"
601013,"VX3200","LG"
601014,"VX3300","LG"
601015,"VX4500","LG"
601016,"VX4600","LG"
601017,"VX4650","LG"
601018,"VX4700","LG"
601019,"VX5200","LG"
601020,"VX5200 (Verizon Wireless)","LG"
601021,"VX5300","LG"
